id,score
b258286cc84b4f068f0ac295ceb49240,507
1c43bea8401d4156baa9f1ceff507547,507
69d0c10c56f44585a3e56c1fae1dce48,507
287bdbc3bd984623af6c0158a50ba227,516
31cefd6c67dd4d6599045e68355c97d2,516
fa4d2f69a4ed448282d4c3710a47a0f2,516
9dd3d7e5605841acb98d758e56fe6325,531
dda7234344c348a4932aa31ebe0f59ba,533
ae8b7f850b7c4be0ae82f993c26d833d,546
2d410cd5f4e843808343e14d2ce26373,546
e98bb557197944e590aad54e6fc2f91c,546
2e375b98f4f34d79bca44e5510acff22,546
a793e35c68464816b4745d5d53f66e6b,546
40fea3c52361429a8724ae6c793e34a7,546
7962e2d2c4c043eab37b6c6f01af485b,546
a7ab25ebd35f42348ff6758c72056dcd,546
bfdc10ff3e614f34a7ec98bcad22214c,546
32fb62e7dd264962ab229c1a6beab7b8,546
4819ec59cd764f8ebb88a1d4166a95fe,546
992576d6173f42fd99d67ae1d30da844,547
6d740d1fe58a45b384bc81d4af829628,547
b6c1aa0294564d1db487ff1cfd0b7376,547
dd33cc8a23f54af9b36a8f998ad8850e,547
7897badd49d846538006acd4eabeeed1,547
f0157ee5450c416ba2b8e6ea40d1be20,547
ef43800b02214157b50cddf4a9b826bc,547
a4ae5a7fa8fe4d52b811c2a5eda1a8b7,547
69ebdf7308624399a059d6ebdeeb4270,547
0d1d09b277d14494b48ca770351f02e6,547
6bd9cfee1a2f4ea2bea71d72b000dccb,548
97a16318089a442ea61c9d918fe80375,548
7916d8ef67c343409111dd165e641789,549
96a9541794d44de88d999f2801027c25,549
2032ad3f68ed422ba95a3a2e6983909e,549
e0ae2db6fa874bbabf1f4d137422fcea,549
a064f1e46fe04c09ad68729defe0b637,551
78b85d762f544461a33d97f9bfa6e3fa,551
8f0dfb6bb72443c8a744798c2fa6d81e,551
ba132dc00f424b128c77975a6b974b76,551
a5cf80aa736941dc82fa1821f841b2d4,551
f5d4e2b486994ce19ca8475490ada853,551
6d9b719535d5400cabbf34eec73d629b,551
e1e1e039349540a09320e8a2be17df59,551
502b780fa2334cf899f58147b47999bc,551
f1f862c97bec4d36837bc670ae43e3c0,551
0ccb766230d94f58b2378d37ce09daac,551
1dec8e6b96e647a5a0ea428d5cb92dc5,552
e964105a5eff48419df2b40fb5755a17,552
d1c8d80afc39493bb62d0a688fc10a79,552
43852ba9ff85425cb70a5eb1429d1726,552
2c30f420833042c29c6e86674f4f9974,552
8f9cdd49cddd412191c25675a3255b59,552
78ac69c3f7fc4cdb8ff71ab280f03d55,552
a0cc539ccb2746e894ecb7d14833ba31,552
7db0aac2f85940bc927533c57d8c5068,552
dcb21330ae68458993ce16d7c2369a5c,552
9e76be08a4854902a6a797a637732707,552
31e5c3a74a3b4223b381511c39d81bac,552
b03eecf911bb46359543ea7336ad38fd,552
df7ecf0a6c2d41cdaa660194fe21e2c2,552
2e5ef4e97cde4633983a48c323c5ca55,552
764d18c242704e57a18ea41ad4dafd8b,554
1739e1b6d9134df98b641ceb63c45252,554
cabbb16453b94a9a9300b5962cd368c9,554
7cdc052f5649460e951bf72e4f1126bd,554
cf76ef8dfd0f4345b395eb77e07d73a2,554
b2c3176dadbe4988b3538512c0e9afb2,554
cf2ca0ba9f6c4facbc76b1e5b72e1b68,554
51bf40fb71274f09bf2f07e0036ca74d,554
3666df4c1faf463a9caf719d76c24b1d,554
a439dbd6bdcf47679bcd4d92dafb8dd3,554
9f5ef8b7f48a4a49b992af3b8ef1453e,555
c7248084781a4d638435bcab2fc15298,555
c2a3ade83c7740938c7b7ea45cd67aec,555
92f1d2cdc1eb4ecba5d5b727d68df3b3,555
6804d140a2134afea5393f47269d1046,555
a3bfdf5a4ffc4be5a06a09f75dd07a56,555
a85be1433fd74b12bacda03bfefa056f,556
f7bc4deafbac4f07a7f41b6749739138,556
47acc5b79cf44bfab2fe45b4bf89edf8,556
92e8b4ab93d54e45ad13139d503d2d39,556
c078372422a340a7b558dee7a7d00170,556
a07abc0cde07465fadcf87abdae9f77e,556
9c5fcea2640e4628a4384313388310b6,556
1df1e12ec737402fb3b266a725ceeec9,556
bea2c7c0312b415c84d619d6f0846155,560
c1afb253ec46415995866d40ff6a74b9,560
1618f538c9ba42aeb815a117a846b374,563
25eee59fa8c845639a8ceedf8ff6dd80,563
ae451fd1b357461e90a6cc3be96555f8,563
0ff60153af01480f9cb6971773d3610d,563
f74aaaf66f6a44b88de1baffdf5a4ae4,563
085077fb74dc407084d0cb1618b1fddc,566
efa6b44cf8454f16b3f9eaaad665f60c,566
406f0b4401f8418c84cf6494ca0b42ad,566
ddc4af796ede455ab04e8184ca93b58f,568
3f0d9d305f28426a95b5abf2129f0f11,568
6c085e90c5a246e297ab053100393793,568
357a5a04866f418491d315fc558cd772,568
17068cf94c844d9fb75610fcc8279f77,568
0489a0cb9c0d436592a25aaa97e81cc0,568
3cf458f159ee4f69b520b6de48a1f22a,568
acb3fa1c674f493eb993a26bbea4a4e8,568
a6b5f11500534a5fb8ee485ce912b70b,568
dfca6e1ed20a46cd88109ca7bfab7fa2,568
5fd7285e46724a788dfacb6b189a59bb,568
b851394c752d4af2bb5329c25eb42dfb,568
84a31042ff8a4370822b7fe2fe6859f7,568
a2c9ddda329b49158d330e7c97c020fe,568
a6e07914dd25423c9a7fe1d551875fd9,568
ea918d05814447a29f9fe4b7ead8a181,568
64c28208548f469fbff09e265e880d00,568
e1215a0edc7a4165a14340afd81b3070,568
b4b29f760df34f5dbebd7c57e7a03b70,568
71492bac9d1348c58c8135b3b780858e,573
b7437f06d7324372820cb8fe73a795bd,573
8b55ddab79524f67b8a1b5cabe2c68e3,573
74aa1cfa478d43eba3101b10fa679a37,573
b1c7013e045a4fb48e250cca3ab4b1b4,573
c63095fc240d4f0fa9ecb886cc23cb5f,573
69c8988078664f83afd2a45f6d6194b4,573
9b72780abef049bd9d60732191fe1d0d,573
aa2c6861a98f4ccc85a31dc2687c77af,573
60120d63d0574a96b8e0f53a6fd80d9d,575
dd52f23995194dd79082a35b1d4267cc,575
1549980468d142d4ab3f8bab1aad9cf9,575
a840fb487c84489fb1f33ec4a6993e11,575
72cff4cb0087472faa4a253c72ee4d66,575
fe90b5ab6ec64d0c9ea6847b1693234e,575
029c5bf617d04975a01c0537bd22afca,575
c85c8050747445bb8aa04c49670d2345,575
3735838482724406b3682af58f8b8808,575
5347e97cf6dd432e9a592d0dcc0cf7ca,574
966a6c852fbd44fb9af84716f8b18f6a,574
25adb1234f6f403bb869799695e676bb,574
28fbce67dab64ffcbba0b6c788a5a1d2,575
6577a9d31bc14c2ebe2a51076518be72,575
3a92900b11e6492287c79d46f04ae102,575
ac44ce83c5794c9f888a1f4e545813c9,575
0fa8b3035c2e4524b262151e472c2ce2,575
c9a47bd34ae3438c992c4e14c2912dec,575
c4abebc4c70c4756857c4f0a203db3ed,575
512b8157ef1d4f14a6917fcc26a69e50,575
4e4bce6517c24a51856e82899efac46f,578
dcfc64c64c91479bb9dd42ef32fb6ef7,578
a7090d839cda4f528f1fd27df617178c,578
490c68550698458f86dfe24cffcdc60f,578
f122865c27cc4bb5b67e19c059467b63,578
9ec2825d4f2644b590f205f21b8e935e,578
aa8c77ff03fb48be9eb0d7fbdee96640,580
c6f6069b350e472992fa98ccdee8cebd,580
3ffe53ff54874fb49e20028a40af390f,580
a3f7db5fdfc94a9da2dfea2e0809307d,580
ef519423a360442aa73f58b85db22bf1,580
42d4a07d5e9248438743857a227cf40a,580
90120e0ac3da4282af5d3e0ded28c1a4,580
17fa50a5375c41bab535ee44c7c074b2,580
692c092c648a4296bdc9f10f4353e065,583
096f903dd9544306a8dbb1a6a5498f59,583
33858b8a6c9f47b2b9c99db5c0e06f1d,584
1a7325bf73454014a4ba4a7e32292179,584
3277b1c500da4c238bf78322f6ff985b,584
c6bb6817dafa4a43ba8fac4d8a61c356,584
a2ecbc5ce70b4a8cbee1a4870a215e34,584
a04f2e48ad83490aa05b767ff039a28f,583
90a244edd3254288adeff0eeafaf4c8c,583
157a845808c841e4be146c88daa6ee20,583
e4f3f572532040508100fcfc6e50bd98,583
ce6e3b23df534b9f84894845adab9e34,583
965aa1fe6e4146698f55fc7a7ac5e1d8,583
3b13a51ac63c468e8ba4c892d412aee6,583
39ac8abc4c084b35b17c3e12430f087e,583
97d2e16cdd554f18b8f7c6930d051d36,583
8e2b408d3d5848cdae44aa48a1daf1fc,583
1fcff54c5adc4c4cb8cdac877fc051e2,582
2944b6e274a64adb83c994d802add6e9,582
7157d5107afb4dae8153aad90249a42a,582
6b64be0792164edf9f8e353b15b6ecae,579
9f04ed5aba474323bd1ffbaed4d5d35f,579
3e30af27d89b427fba8024e08d219573,584
069055dd79d742eaa1857e71f8a9ee29,584
230b1836d7974aa1beaa2b9800ee8a29,584
997346d67fc04527afdc34dde7319054,584
b4346d94fee545139f611389ab55f9fe,584
74b2e362314d499baadc4ba4fc721dd3,584
bd06088871b543bea24e3a2ad2666d55,584
17f5fe213efc41f0b27e0e9c79616627,584
e0c1985cdbe44d0ca8a09250c78501b8,584
4b2d4266f1fe43019809f8db9d95f2cb,584
feb2954545c646af975829f041bd723a,584
5309ce68d05044b1a94c37c255c804a0,584
cccfc391200b43ffab23cfb1bb0dc728,590
19b46dc9664e412ab819441aafb7d1c6,590
87d0f67cddb44ab28f7cbaba31229868,590
7418a26521f74e4686eb3a47c9b05c3f,590
b3a944701b694c6881f4ad921cc453dd,590
ea1fd4587a604c84a3c83bf8dbdfd9ae,590
f7f88d0074f446f2ae7fb77e94ec6853,590
b86ce7d29b1d4d799ef01659f6197eb7,590
bf3821ef8a0143198f8d09db617ece1d,590
a6932abb7246412c91f1bf19c6607b31,590
b4b26797fd4b42aeb2f32205c73213bc,590
5bce6ad47d4a4fa1b1363cad1222725a,590
e86c7033f6354145bdc486e088518638,590
e769887666214732b75236dd508e3692,590
cf83f8726ae94f7c93a78a4ca1f910b9,591
977dabd6b8394dd0af603cd3e06c0c22,591
842bfbcf1f3a410783c1f4db0fbb5ebf,591
77d73a0e6fb7491795cc69a14432c9dd,591
8759b8c4bff3467d81d3b3843ec54fa6,591
a0f87ce0da3743b5b5c921a710adf39a,591
4e56ddbf5d14469b825e4c7ed8386890,591
a80fd4dbc78d478590348fb3b282dbca,591
bc4fac983484418ca9772ff3367ff92d,591
b98d1c4421cb4410a10efe0533320377,591
7be67a69f2624f029ecf9742cd4145f7,591
6ffabe2e4d524c1a8403a364fe34e60f,592
34f859522a7843b69f30f4a6daf9d8c4,592
0b4a10f7b59b4a3db0e5df32cf8b8fa6,592
7170a0867c3e471186c05d72f53b174e,592
e44913abbcba409d841a22e27e561367,592
c73e628989ac4f0e89f780c6be6ba557,593
6f7b0087398b4d98b99f90cc18a7b6f4,593
5090f10801674880a6d921ba62aa8e0f,593
8dd37be1bdc74f1b9d92e02a5618a6b6,593
64d9e01b02af483bba0f4073ae2e985a,593
12e975e0d7fe4c29a68e602123346ee3,593
2fe8978761e549799399c54d7c5ae00d,593
8ff6d5a948c44b53aa93a1ac2ce7a5cb,593
6998eb507b7d4c31a97643bf7eec28c0,595
ac887b1e255e46208a738d7ee9656654,595
6854738754a94d2b81ee4702c2800339,595
dcc9ff73867f416d98fbb8396108e413,595
568951be350d4222ba195655c45a913d,595
23c61ee7b905439fbeeb4a86e2176c88,595
9b62363bb2ae40808952b565d3148fd0,595
98690118a56245848f400b5ce93f5f0e,595
a9e331824d764f1b8481032037638eb7,598
28142a2b676f4b8b9541b8a76314a56f,598
e62e081c08c54afcb63c0e54b3d44369,598
a0197194115c45de9f63d3f8cadd2cfb,598
94de963fc84948738adfd2dcccb7207e,598
9c819d5b5a5c485abfaa19205fdd365d,598
d9fad3cbbea644be9ac350b4133ea427,598
0fba5798024046c6a8cb5a122f1460ec,596
2f3065657ef54381be7875b5e00066e1,594
849e61e7560041dea7a8d64aac425b99,594
66671673e0624114bb33cc5aaf59779e,594
aea4c36d9e6f4dec9a9c4ee4596ddfc4,594
77ba95de3ea7401cac1743e68334ffa3,594
eca9e2d14e80447e88f25464dff3e2af,594
a77def00e9834abdb60da3346ce0c52a,594
05fbf85fe08c4c0e883591234aa6c129,594
7e91e04f09804cde91a8ca1e5c410436,594
d60c64d48bf242349e9f83be82402405,594
156428b4354f4fa1882cc1b4d3ef1040,594
5291c61b5b90495abcd279ff22be88c9,594
a25d678e285e4a5d843235592f3e4196,594
0789e998bf14458993fba78eb9e73122,594
1a96c0b1aafa4b7fa9d2c394cc1ad6ef,595
4bee761028e142ad86ce7c7bc1f809dd,595
3be8bd1567794ba5a690881fd8aab051,595
5becea95146a425595355cc72b60d501,595
37b5cf85a579497e9b38c8a57ea1be2c,595
f0763e91b4f845f499eb48951e0fc39d,595
51fa20f752dc4dac962e0f19a88eb028,595
6762a17242df441fa98a684daedca7d4,594
3185c713859e4ae1a99cf46e55db7591,595
794f9e6bc9ba47bf831bc838140ea7e0,598
f41309430b9940afacd72b8e77900454,598
4ad4cf5d4aee47ae81369ddceeb4286b,594
0d7456cf2f4f4b56be27ece1758702e2,594
0308a03bfbc4492b8274a50e8135181c,594
54169063f30c42019217b71a229e4796,594
47316477fecc4109879eee5a8332d8ab,594
4224a290696b4069b3cffaef28f3e574,594
f6c0c0d098674ff2a8b3e5bc6568f5fe,594
35ddce5c1f0c432c9d28c2d72279f800,594
2b6504708bbf4dc2bed9632d39931fa4,594
4b0429aaf944462998fae918523dd528,594
05b7b181265948878357e36829ff2f7e,602
6abd9d3b4251434da952626adaec697e,602
ee5b989154a44b8c802c63456481f780,602
a32e7bf5fcad46e0aedd3a90dba9d7f6,602
ab23ea3ccd31494aa90be5e55236ac4a,602
3941d5010eac4be48cfb7f49f1f712aa,602
8a2183ee475a45319054d34a6e429f5a,602
26145bbaac664bf4bdfe2b86e95b2356,602
31e5ddfc77c446ceb1b53e83f09c580c,602
dd3571b8d6f64a68a465d2ce86b1c6e7,602
f61d876adf5c4d4ea262611cd9a5b096,602
030dfe2ecdb946a0b48bf596b56da384,602
c2b2d994e0444b888c41234c0620f693,602
37f1528fb2b04959981f44a446d85064,602
d423f974d4b94cc68461232aeb54eb12,601
4d29b900648c416c99f1c6bcccfa1fb4,601
9f307b2e80f64435b0ac84ca3556322d,601
24af01cfdc644b4abe3a8de37afee98f,601
b3e22e37ae234ee6b0a076fbf14b7418,601
653d9957fb2e4b8fb12765bf5c2c05c2,600
ada795559c154a95a10cadd6feec9911,600
b36eb985593340fea03b866ae1501322,600
8062f55b27b34907a23aee5d2c560434,600
eac799d5e7cc4e6d9e6eda9b97cdca50,600
2728df4eecc94417becf18724402f234,600
93b5a125ccf9477b829c652c6736716c,600
450042bc8986485e83fa624ebb5f54ff,600
d7917818db274e94860c2bcdb6ad6478,600
a2c7c0b6b4bb4fffb93845f9fae86e8b,600
eeba6a1b9492497b930ba104f194a66d,600
8580974123bb4c7dbf31fbbd38ae2530,600
f75ab6a396a34e7aa56465a9345a00b2,600
d415f943898e41b0b36366240d12200d,600
6fb9de4b03d7402d922edbf307536cfa,600
3930b253824440eeabaa4b025f806be4,600
41d69f780b6b4fa0afe7850de13a2f7d,600
923ea27b493c4d6b9c5c81b037b1d954,600
7958ff30856046908f2467950a596f87,600
7066492118254d8381b3e87d36c52b97,600
7d3943c1eb024e489f11b000348bbf83,600
154b01d7843b4b2bb084eb2105579446,600
7c287ef80c9643d9a54866dcda187e7a,602
80c172a1633f4409ac15403fcca41666,602
e110244baaf04fabaee06bcc7a4f6b6b,602
b4bc1f850faf4a0f89c47c22c07d45c7,602
95649e7c8175452a9ebb0e88292ede59,602
2d22ac3a767f4c53bde9ea430702c600,602
d7a2baf7e8b34a6097a1f9a22dda4c5d,602
355e146357f44c6ea12d9e0dd8516a35,604
7b6c0bbb8d6246718779ba31a842ab80,604
0b32783fe4da45c8bce45a32fbb6d6f2,604
94bfdb15975042eebea40d0b22015a06,605
3768c8cabc76456fbd4ce83bec33856c,605
88f3584323ad4cb6a6b6822d2c663978,605
6ea88b6d4ef14f8fb22ecc121a37d9dd,605
3c84885771534a1ab14efcab944ecf8c,605
6f0f69fde06d4ef2bab45ee639153238,605
baf2506d2c2d419d9e1deb683c7d2838,605
3d1048d5292f403ab0870eb2807ce988,605
c668e66dd65444999c80b326c111bea6,605
cd1d05860aea4082b8e1db3d9f8727cb,605
416ee0fb1f7e4201b609ae3adb9470e6,606
2d5f085c06cb401db3be02ce1fda77e6,606
585ab6ea970d420d8e4ee08813b70a1d,606
43086556b33940eb8edd81bb0b05fbb5,606
3815efbf7cc247e2abd837f4fede1885,605
aaabb56ab0664878bb6b4fce6d1fafc2,605
d0b8e1944ecc49d9af60ce8444cc90ff,605
8511c3064082458185942bf679872418,605
737034fa6d294ad68fd2b10a811338ac,605
0b8b1b2b76574555a5e1cff91f29a824,605
b0a90486e61e476e9bf1e1686a1c769a,607
4a5fbccee5ee4527a7435b98857c25c2,607
e6733b93d6ab46b389259f11c26acd82,607
7e419b4a24494e908ffb53cd8a999cf8,607
2beaa479cfd748158a8cbc3dce80237f,607
a374331f8b114781ae18ad60acec9147,607
e3c2951493b248948f5bd20a55db7a12,607
cb462f693483456791c39168adc8d160,607
063f6185d94a4f84bbe831de853e2e43,606
c7b353ed34db4efc886b95e11afd30b5,606
c7b28bd036cd449d8c78f98de4e2921d,606
1beb4a1827d14de69160e8cf11e67940,606
2d960d074fc842adb32d88bc2b03d4ab,606
f001f4e4a2424a598d6bfcdffdaf5471,606
79a5cd34975945f8b617aefd3bb70259,606
96e516aaa8304ceba728d74e11044a2c,606
dd92e788bf3d4fd8888293c48f38b516,606
8553d9e0959f41089de33c7a3df2ce98,606
aa4168395ef7411290893a0cc8e75701,606
531116ab660640b28d676629cb0e8aa4,606
22e78b512c304118a0082c42d7b55025,609
772897de75ad40178beb3b274854d427,609
ba84b274930b47ab88e3a5bc3386da19,609
69dd0fed5a634f01a8c252f4c33f3d9b,613
b68964c3a2774394806f9d25669e5f06,613
1bed4bf778c24952aee3bf495c00d9fa,613
380906004b0e4455a3f41e66edafefa2,614
11d87605d2b64971b58e3299544764ed,614
c0582c26fabe42d882db3b4debb45160,611
d981b422bc32425596c91e5e40f95773,611
98e1c3b3a03949a6a6dd3dbff42cf91d,611
ba11eea9f3174f77b9ac2b370ff1cc13,611
bd40fe4cfcc14f08ac9987b8a8476f93,611
b4fd3d53ecdf458dad311c8511bf303e,611
9b0691c90d4a463f977d6857afb7db9e,611
88edb51f757e4ad9b4e13f372cdf3fb4,611
ab5efa10e08441a1acdb076fcd0ac8b1,611
d2ee01d7f71a475aa5d92d1e846fb6e1,612
cf6037206bf840e08ace9f2fdb70c315,612
16ca7941ebc44b98ba88718f3ce67ae3,612
a2c3ee8e1d764129a65934db41b52778,612
8ce762f95b124956bd0795494bb37275,612
6a79c20c70b84814b4308ad8b0e1b40b,612
93fd980dd9c44ac7942caafdcdbff807,612
686527fff7c24740b18396d774714a06,612
2b13223cf7bd4574886e396bdfe7c871,612
365525054fc74ad8990ef7b7b3579101,612
056f2dd35b83489184ab0c52070649b4,612
82ed2fa48db645f7bf6e1d7ae40b1238,612
96c0c03c495547ddb3961f934cfce297,612
5637c86b865145dfb6d8d1b1d724c2f7,612
8faade50b0354326b77a463fcd326391,613
1bcb465ad05d45c7a8229d76a40d8bb0,613
a16554a1596a40bea9754b7bd29c5ca3,613
feb814df33d2471284860612d3f43708,614
adf7121b3c0442ec8660eaf8a7c35ac7,614
a912885a9bd04284892c5da67f8222db,614
4c9bef0c33644c2c84f2cb69dafe57f1,614
0569d21650ca44269119565922725b7a,614
3a1681ead8d944e6a4ce0b27950a69e8,614
8b459d6f5fd4480284f3622bd5a9a327,614
b8f51d447834460f9421f65c3fae41b5,614
d001c1658634464f832b9cb954ee6ad0,614
cbf49af3bca04504880747829f66019e,614
53b783b850684db7bfdc5b77f7f9ceff,614
f8ca41b6f1d94d9c8b163d446f20605a,614
63907dc04b60479ba2e3f1a879ac4e3c,614
e72dca9d5c874730a801675a9c3d2031,613
5968ce0cafd846b8a14d541011fc35a1,613
926ac6d0a27947dda500cfe2cbf49399,613
df585ed6252d4fc78bad7cace52e6547,613
032b870fb2984baa84fb0a2b5795b380,613
f6e098df9c6346f99033408debb5e1c3,615
c3772fc405a8430c9ec81b31da9fd8ec,615
4b87c07e34f04673933d9bc3ff3bcb35,615
d3849788022d4437ba8fedb0eab31513,615
9502c3f1176f490a9d8151b4c26c25f2,615
b3db0c00ff844d97bf4585ef34f6a4a2,618
fcfbdf0e8e9d4c74a80e69336093bffd,616
df2f0ebad28e4e668db26118aa6ad7c0,616
4f1ff580460e46e8b5222f76c7843728,616
979efaea8d614973b5618d86d3eae363,616
be493e9bfafc4371ab28e3e639c6c4a9,616
52b5172cb02949a6978d6bd436c9400e,616
b99f8959a602456fbdfac97fd368a99b,616
b1158d6d26e642f3b0c051c7f8cfb8c3,616
2a8a67f4e73b426fbb15abcd32bd758a,616
b7b20754a49f4c96aa594773c1c4a58d,616
cd38370a6b7d450f86151fadaace0536,616
4d72187caa3f41fd846e1e8fa71e773c,616
90bc8c99437641f794888546d055bbdb,617
1f8230870d8c42eba8af79ed05cd319d,617
ababec2d74a04221892c0a293d97b246,617
0f8c786b1288437e8c6b0066b916fa3e,617
d4ba70e42c1546d18d64c72706046caa,617
a0616e05158641e6a2f75707bbb6e77e,617
20d9ed1933b24859a6e53f33fa6bbff1,617
9ba32ab3b1944c4c99d800e30f552273,617
55c36124730548e8bf33845b3b067ba9,621
40df9130a24b4d70b517eff5702cfabf,619
6ed3e9ccfbb04fc2b02f98055d55529b,621
6a20d19aa6e84d8b858a7e91ccff267f,621
b431db9d423a461c8483db62de615dcf,621
8cf5c60ff56c45b8b42a18925eceee74,621
37dd6d76494347bb9b43a3fb83ad32a6,621
9a17b27b43e347b49f1f6ab46300d17e,621
5d38efd8aa1e47bfa9f7080e328fc1c3,621
a90c4f37ab12425c89fac9e2c7ed873e,621
7c243d35d50c40f98af3fa6b6f0a5312,621
6b4c65309026424690d0e5e02a0b1c98,621
6ccbd83dc5244f64a5af564b1578173e,621
875d902459704465af6c6faa2d61b4ac,621
a1dbdbdd9cf14a3faa44c8b8e2f6abee,621
a318a8276e834961b5b1bbb6a683406b,621
47c8c079427f4261a632170483db1cc9,621
2c16ba1f461f4404a0f7de8f430f7bba,621
70b8238c685543dcad651e9a7195cdac,621
d1292adead144f96a475b206740c6751,621
6e52d2ccd68b47beb10425eceebc6b61,621
bdd0a805e1ae4221ad30ae2194c54b3a,621
0d534836e66245abbbf25e19c56fcf8b,621
351a54bc74c747ee992474d2221e271b,620
28ca2ab47aa74b83ba5b7d3a2f6720b3,623
1135f59a04b347e6aefe16d5fdf783a5,623
ddd9731f084f43c8a046d8252505f537,623
1af03a98f5cf42708641aaae64388b17,623
078518979c7646cfa8bda8fe0051e7ee,623
3b9e8b6b49b1462a9b37ea99d0f0f24b,622
3cf5788a1c424fd48589359ba53b54ee,622
44f21355de26442bbd02249f873d4b53,622
8d421fef17fc48d4b549603a39e6f3b2,624
31388778dd834aee9ebdab2ad880ca0f,624
0e75e768d5ac4918885ab7124488ec52,624
464f0c58876347dd8990c59b155ec53d,624
2c7b1a24d32d4c2f9f310613ff674e57,624
14836c3e0d25464d9f3bd9c3d0158c4d,624
3cfd76b315ba4032a3cc4c9abfff78d2,624
9529a0471dc4499e937cea12554f94df,624
ef2ba7e24dd8440ca82df1af091e1414,624
67f46c5f8899487691ec9d36ffd95d7d,624
ba3bc2480d75476fa9dc51c4fdddf217,624
299b17cf35604c9fb8d731b526566b3c,624
a12d3b0a3d324c218dc45675867531b4,624
6d7b7ddb306441efb42b99c1cb7912b3,624
a1c546733aee41f1bad64ef0c7d4740e,624
39341861a10245d2a41a75048563548f,624
e4db38c5e3fb4fb0a459d74f49f7642d,624
e79d807b4a664d53bf670b380eff820f,624
